longitude;latitude;housing_median_age;average_rooms;average_bedrooms;average_occupancy;population;median_income;ocean_proximity;median_house_value
-118.36;33.88;31.0;4.96;1.07;2.18;1107.0;47404.0;'1H OCEAN';295800.0
-118.36;33.87;19.0;4.62;1.06;2.34;1275.0;49375.0;'1H OCEAN';293000.0
-118.37;33.87;19.0;5.37;1.05;2.56;361.0;60200.0;'1H OCEAN';304200.0
-118.37;33.88;27.0;5.16;1.01;2.48;811.0;45357.0;'1H OCEAN';334200.0
-118.38;33.87;27.0;4.91;1.05;2.36;1101.0;46750.0;'1H OCEAN';316900.0
-118.38;33.88;27.0;5.39;1.07;2.52;1421.0;55771.0;'1H OCEAN';345500.0
-118.37;33.88;26.0;4.99;1.01;2.44;1282.0;44828.0;'1H OCEAN';340700.0
-118.36;33.87;17.0;3.85;1.04;2.13;598.0;39868.0;'1H OCEAN';281900.0
-118.36;33.87;22.0;3.93;1.01;2.42;1300.0;34208.0;'1H OCEAN';290000.0
-118.37;33.87;18.0;5.81;1.12;2.61;1128.0;50114.0;'1H OCEAN';338600.0
-118.37;33.87;13.0;4.19;1.05;2.27;1573.0;35048.0;'1H OCEAN';294000.0
-118.36;33.86;35.0;4.91;1.0;2.41;1044.0;55456.0;'1H OCEAN';297400.0
-118.36;33.86;37.0;6.1;1.08;2.77;802.0;50784.0;'1H OCEAN';295900.0
-118.36;33.86;34.0;6.18;1.14;3.19;963.0;55430.0;'1H OCEAN';305900.0
-118.37;33.86;28.0;5.08;1.1;2.35;1243.0;41190.0;'1H OCEAN';324000.0
-118.37;33.87;23.0;5.14;0.93;2.5;891.0;65755.0;'1H OCEAN';359900.0
-118.38;33.87;21.0;4.49;1.1;2.22;2054.0;49821.0;'1H OCEAN';292900.0
-118.38;33.87;17.0;4.79;0.99;2.52;1467.0;57415.0;'1H OCEAN';321900.0
-118.38;33.87;23.0;5.75;1.01;2.43;1008.0;58518.0;'1H OCEAN';337900.0
-118.39;33.87;19.0;5.8;1.03;2.34;1329.0;75210.0;'1H OCEAN';340400.0
-118.38;33.86;12.0;6.2;1.08;2.63;1798.0;64242.0;'1H OCEAN';365500.0
-118.38;33.86;29.0;6.28;1.07;2.66;1182.0;67613.0;'1H OCEAN';352700.0
-118.38;33.86;24.0;5.76;1.03;2.42;1312.0;63021.0;'1H OCEAN';333800.0
-118.38;33.86;15.0;5.39;0.94;2.75;908.0;76740.0;'1H OCEAN';329300.0
-118.38;33.87;33.0;5.52;1.03;2.54;918.0;69021.0;'1H OCEAN';337600.0
-118.38;33.88;39.0;5.51;1.04;2.75;743.0;48611.0;'1H OCEAN';456100.0
-118.38;33.88;34.0;5.96;1.03;2.68;822.0;50602.0;'1H OCEAN';453700.0
-118.39;33.88;33.0;6.18;0.96;2.72;1098.0;76685.0;'1H OCEAN';474300.0
-118.39;33.88;34.0;5.72;1.06;2.44;843.0;60770.0;'1H OCEAN';472700.0
-118.39;33.88;33.0;6.11;1.06;2.64;1098.0;59683.0;'1H OCEAN';495500.0
-118.39;33.88;31.0;5.59;0.94;2.34;607.0;81513.0;'1H OCEAN';500001.0
-118.39;33.88;35.0;6.63;1.13;2.73;521.0;60441.0;'1H OCEAN';470000.0
-118.38;33.88;36.0;5.93;1.05;2.44;1031.0;47500.0;'1H OCEAN';442100.0
-118.4;33.88;36.0;6.12;0.98;2.59;1278.0;72651.0;'1H OCEAN';500001.0
-118.4;33.88;36.0;8.25;1.14;2.53;474.0;93399.0;'1H OCEAN';500001.0
-118.4;33.88;35.0;6.37;1.08;2.24;615.0;75000.0;'1H OCEAN';500001.0
-118.41;33.88;34.0;5.19;1.03;2.05;213.0;63403.0;'1H OCEAN';500001.0
-118.4;33.88;35.0;5.41;0.97;2.27;444.0;80015.0;'1H OCEAN';500001.0
-118.41;33.88;43.0;5.7;1.03;2.36;1033.0;79614.0;'1H OCEAN';500001.0
-118.41;33.88;40.0;4.07;1.12;1.63;371.0;52533.0;'1H OCEAN';500001.0
-118.41;33.88;34.0;5.57;1.17;1.89;498.0;70842.0;'1H OCEAN';500001.0
-118.43;33.87;41.0;4.98;1.02;2.02;344.0;68220.0;'NEAR OCEAN';500001.0
-118.4;33.87;26.0;4.81;1.03;2.01;2803.0;52276.0;'1H OCEAN';434500.0
-118.39;33.87;34.0;5.47;1.07;2.48;1087.0;59683.0;'1H OCEAN';394600.0
-118.43;33.86;34.0;4.26;1.04;1.93;162.0;71264.0;'NEAR OCEAN';500001.0
-118.4;33.88;42.0;4.64;1.04;1.94;634.0;62356.0;'1H OCEAN';472700.0
-118.4;33.87;40.0;4.36;0.97;1.87;719.0;64350.0;'1H OCEAN';479500.0
-118.4;33.87;38.0;6.12;1.1;2.32;911.0;52319.0;'1H OCEAN';500001.0
-118.4;33.87;45.0;4.43;1.05;1.78;842.0;63231.0;'1H OCEAN';500001.0
-118.4;33.87;34.0;4.33;1.08;1.86;1352.0;50976.0;'1H OCEAN';469800.0
-118.4;33.87;45.0;4.63;1.07;2.05;965.0;53816.0;'1H OCEAN';500001.0
-118.39;33.86;34.0;5.4;1.01;2.09;915.0;56870.0;'1H OCEAN';392400.0
-118.39;33.86;28.0;4.59;0.97;2.2;1735.0;61404.0;'1H OCEAN';368400.0
-118.39;33.86;24.0;4.2;1.02;2.03;1152.0;48971.0;'1H OCEAN';400700.0
-118.4;33.86;18.0;4.14;1.1;1.84;2286.0;51677.0;'1H OCEAN';380800.0
-118.4;33.85;29.0;4.26;1.09;1.88;919.0;56017.0;'1H OCEAN';430000.0
-118.4;33.86;41.0;4.28;1.14;1.79;938.0;47105.0;'1H OCEAN';500001.0
-118.42;33.85;43.0;3.66;1.1;1.85;799.0;50322.0;'NEAR OCEAN';435000.0
-118.38;33.85;28.0;5.01;1.05;2.41;2131.0;49384.0;'1H OCEAN';378100.0
-118.38;33.85;31.0;5.2;1.07;2.43;1647.0;55843.0;'1H OCEAN';384600.0
-118.39;33.85;24.0;5.31;1.06;2.22;1830.0;57128.0;'1H OCEAN';366200.0
-118.41;33.85;16.0;3.42;1.11;1.59;2853.0;44250.0;'NEAR OCEAN';336400.0
-118.39;33.85;17.0;4.72;1.11;1.96;670.0;43594.0;'1H OCEAN';349000.0
-118.38;33.84;25.0;5.17;1.03;2.36;2637.0;54968.0;'1H OCEAN';379800.0
-118.38;33.83;20.0;4.36;0.96;2.05;1070.0;44615.0;'1H OCEAN';384800.0
-118.38;33.83;40.0;6.07;1.13;2.5;1264.0;51626.0;'1H OCEAN';432700.0
-118.38;33.84;26.0;5.33;1.05;2.15;1157.0;60382.0;'1H OCEAN';355300.0
-118.39;33.84;16.0;4.67;1.08;1.82;965.0;51370.0;'1H OCEAN';348600.0
-118.43;33.83;19.0;4.22;1.09;1.67;2455.0;51450.0;'NEAR OCEAN';420200.0
-118.39;33.83;32.0;4.0;1.04;1.84;954.0;56370.0;'NEAR OCEAN';500001.0
-118.39;33.82;30.0;4.15;1.11;1.84;1526.0;45817.0;'NEAR OCEAN';500001.0
-118.43;33.82;34.0;3.68;1.07;1.65;946.0;46048.0;'NEAR OCEAN';500001.0
-118.37;33.82;32.0;4.62;1.0;2.2;1338.0;45687.0;'1H OCEAN';381200.0
-118.38;33.82;35.0;5.18;1.06;2.23;1311.0;51589.0;'NEAR OCEAN';439200.0
-118.38;33.82;38.0;5.86;1.05;2.43;547.0;60308.0;'NEAR OCEAN';416700.0
-118.38;33.83;35.0;5.2;1.1;2.18;902.0;45179.0;'1H OCEAN';427200.0
-118.31;33.88;33.0;4.31;1.01;2.75;1371.0;24219.0;'1H OCEAN';260700.0
-118.32;33.87;28.0;5.2;1.05;2.72;1967.0;53244.0;'1H OCEAN';271900.0
-118.32;33.88;35.0;5.7;1.06;2.6;828.0;43036.0;'1H OCEAN';282100.0
-118.32;33.88;34.0;5.41;1.02;2.84;947.0;55538.0;'1H OCEAN';280300.0
-118.32;33.88;37.0;5.59;1.01;2.88;722.0;64781.0;'1H OCEAN';269000.0
-118.33;33.88;30.0;4.27;1.02;2.07;899.0;31505.0;'1H OCEAN';270000.0
-118.33;33.88;36.0;3.68;1.0;2.35;811.0;32417.0;'1H OCEAN';283300.0
-118.33;33.87;44.0;5.44;1.0;2.8;373.0;39167.0;'1H OCEAN';265600.0
-118.34;33.87;28.0;4.21;1.09;2.34;2558.0;36988.0;'1H OCEAN';266600.0
-118.34;33.88;31.0;4.37;1.02;2.64;1885.0;38657.0;'1H OCEAN';298400.0
-118.31;33.87;27.0;5.36;1.11;2.47;1545.0;47543.0;'1H OCEAN';296300.0
-118.31;33.86;29.0;6.37;1.03;2.99;1051.0;66632.0;'1H OCEAN';325200.0
-118.32;33.86;32.0;5.37;1.04;2.64;1715.0;46563.0;'1H OCEAN';291700.0
-118.32;33.87;35.0;5.64;0.96;2.87;1212.0;56254.0;'1H OCEAN';283800.0
-118.34;33.87;34.0;5.04;1.02;2.83;601.0;46406.0;'1H OCEAN';255900.0
-118.33;33.87;36.0;5.51;1.01;3.02;1219.0;42614.0;'1H OCEAN';267100.0
-118.33;33.87;35.0;5.42;0.93;2.81;385.0;64891.0;'1H OCEAN';278100.0
-118.32;33.86;34.0;5.32;0.97;2.89;269.0;64391.0;'1H OCEAN';252300.0
-118.33;33.86;38.0;5.25;1.01;2.98;519.0;60335.0;'1H OCEAN';255400.0
-118.33;33.86;36.0;5.69;1.07;3.15;473.0;63992.0;'1H OCEAN';259600.0
-118.33;33.86;38.0;5.17;1.06;2.74;561.0;40000.0;'1H OCEAN';248600.0
-118.34;33.86;36.0;5.91;0.96;3.09;1162.0;52590.0;'1H OCEAN';279400.0
-118.34;33.86;35.0;5.6;0.99;2.91;1008.0;54791.0;'1H OCEAN';285900.0
-118.34;33.87;28.0;5.63;1.08;2.76;1445.0;53743.0;'1H OCEAN';286500.0
-118.35;33.87;37.0;4.9;0.99;3.06;886.0;45833.0;'1H OCEAN';261300.0
-118.35;33.87;34.0;5.84;1.04;2.96;1429.0;55000.0;'1H OCEAN';279600.0
-118.35;33.87;28.0;4.11;1.03;2.43;1369.0;36169.0;'1H OCEAN';257000.0
-118.35;33.86;28.0;4.65;1.04;2.73;1216.0;39732.0;'1H OCEAN';281500.0
-118.35;33.86;24.0;5.12;1.15;2.32;971.0;43859.0;'1H OCEAN';271300.0
-118.34;33.84;36.0;6.17;1.0;2.92;740.0;62778.0;'1H OCEAN';309700.0
-118.33;33.84;36.0;5.57;1.02;2.73;668.0;53131.0;'1H OCEAN';314100.0
-118.34;33.84;36.0;6.09;1.0;2.93;676.0;52690.0;'1H OCEAN';331900.0
-118.34;33.83;34.0;5.35;1.0;2.93;965.0;53990.0;'1H OCEAN';358500.0
-118.34;33.83;35.0;5.66;1.1;2.66;853.0;58972.0;'1H OCEAN';350900.0
-118.36;33.86;37.0;5.84;1.02;2.72;583.0;57422.0;'1H OCEAN';330700.0
-118.35;33.85;34.0;6.12;1.01;3.17;916.0;50000.0;'1H OCEAN';354200.0
-118.35;33.85;35.0;6.75;1.11;2.98;551.0;56426.0;'1H OCEAN';348200.0
-118.36;33.85;36.0;6.35;1.05;3.12;683.0;48906.0;'1H OCEAN';334400.0
-118.36;33.86;36.0;5.32;0.95;2.81;360.0;52799.0;'1H OCEAN';332600.0
-118.37;33.85;34.0;5.83;0.98;3.09;1278.0;61599.0;'1H OCEAN';341200.0
-118.36;33.85;34.0;6.87;1.25;3.22;509.0;61133.0;'1H OCEAN';349300.0
-118.37;33.85;25.0;5.57;0.99;2.51;2537.0;57850.0;'1H OCEAN';395300.0
-118.35;33.84;22.0;3.73;1.04;2.04;7180.0;35414.0;'1H OCEAN';354700.0
-118.36;33.84;22.0;3.88;1.12;2.35;6664.0;37030.0;'1H OCEAN';361300.0
-118.37;33.85;29.0;5.99;0.96;2.66;1626.0;63974.0;'1H OCEAN';410000.0
-118.37;33.84;27.0;5.84;1.09;2.83;1572.0;53773.0;'1H OCEAN';379000.0
-118.35;33.83;36.0;6.41;1.12;3.03;522.0;61187.0;'1H OCEAN';342000.0
-118.36;33.83;36.0;5.53;1.0;3.14;943.0;51984.0;'1H OCEAN';353600.0
-118.36;33.84;35.0;5.76;1.02;2.71;743.0;57654.0;'1H OCEAN';343000.0
-118.37;33.84;35.0;5.5;0.99;3.0;978.0;49583.0;'1H OCEAN';342800.0
-118.36;33.83;35.0;6.35;1.14;2.97;645.0;59143.0;'1H OCEAN';343400.0
-118.36;33.83;35.0;5.77;0.99;2.94;1439.0;56013.0;'1H OCEAN';350200.0
-118.37;33.83;35.0;5.67;0.97;2.82;601.0;47308.0;'1H OCEAN';353400.0
-118.37;33.84;32.0;5.42;1.02;2.54;819.0;67105.0;'1H OCEAN';339000.0
-118.33;33.83;5.0;5.17;1.06;2.09;5272.0;55023.0;'1H OCEAN';286400.0
-118.32;33.85;42.0;4.25;1.04;2.51;1859.0;35073.0;'1H OCEAN';234800.0
-118.31;33.84;52.0;4.29;1.09;2.52;1068.0;36250.0;'1H OCEAN';270700.0
-118.32;33.83;51.0;4.67;1.0;2.26;1160.0;38456.0;'1H OCEAN';318900.0
-118.32;33.84;42.0;3.94;1.11;2.38;897.0;16228.0;'1H OCEAN';376100.0
-118.31;33.83;50.0;2.97;1.33;1.63;382.0;27750.0;'1H OCEAN';225000.0
-118.31;33.83;45.0;4.49;1.16;2.51;1635.0;29375.0;'1H OCEAN';273000.0
-118.31;33.82;35.0;4.95;1.16;2.72;1902.0;34020.0;'1H OCEAN';279900.0
-118.32;33.83;19.0;4.55;0.95;2.52;2105.0;52363.0;'1H OCEAN';310000.0
-118.31;33.82;39.0;5.04;0.97;2.66;1160.0;41406.0;'1H OCEAN';323700.0
-118.31;33.82;26.0;6.22;1.08;3.17;1195.0;54925.0;'1H OCEAN';361700.0
-118.31;33.81;23.0;5.54;1.05;2.36;1679.0;41169.0;'1H OCEAN';362600.0
-118.31;33.81;30.0;5.04;1.01;2.57;905.0;43056.0;'1H OCEAN';336000.0
-118.32;33.82;25.0;5.08;1.01;2.39;1219.0;44271.0;'1H OCEAN';382100.0
-118.32;33.82;22.0;6.35;1.02;3.17;1254.0;70935.0;'1H OCEAN';379500.0
-118.32;33.81;28.0;5.08;1.05;2.7;1140.0;48438.0;'1H OCEAN';346200.0
-118.32;33.81;27.0;5.87;1.06;3.08;1109.0;47062.0;'1H OCEAN';357000.0
-118.33;33.82;26.0;5.95;0.99;3.01;2824.0;65861.0;'1H OCEAN';417800.0
-118.34;33.8;25.0;5.29;1.05;2.69;2123.0;50814.0;'1H OCEAN';446800.0
-118.35;33.82;28.0;4.64;1.05;2.09;3420.0;40708.0;'1H OCEAN';328900.0
-118.36;33.82;36.0;6.09;1.06;3.08;901.0;62247.0;'1H OCEAN';339000.0
-118.37;33.82;39.0;6.34;1.01;2.99;1319.0;58780.0;'1H OCEAN';387800.0
-118.37;33.82;36.0;5.81;1.05;2.65;1125.0;60176.0;'1H OCEAN';352700.0
-118.37;33.82;36.0;6.26;1.02;2.89;1115.0;62560.0;'1H OCEAN';366900.0
-118.36;33.82;36.0;5.79;1.0;2.79;522.0;57765.0;'1H OCEAN';339500.0
-118.36;33.82;26.0;4.17;1.06;2.21;2738.0;33565.0;'1H OCEAN';360800.0
-118.36;33.82;28.0;6.09;1.36;4.45;49.0;61359.0;'1H OCEAN';330000.0
-118.36;33.81;25.0;4.65;1.04;2.29;4458.0;45592.0;'1H OCEAN';378800.0
-118.36;33.81;26.0;5.1;0.97;2.85;881.0;51778.0;'1H OCEAN';359900.0
-118.37;33.81;36.0;6.03;1.01;2.42;817.0;51271.0;'NEAR OCEAN';458300.0
-118.38;33.81;33.0;6.3;1.09;2.56;954.0;64956.0;'NEAR OCEAN';483600.0
-118.38;33.81;20.0;6.76;1.05;2.41;703.0;85491.0;'NEAR OCEAN';410300.0
-118.44;33.81;33.0;4.29;1.06;1.77;1647.0;50106.0;'NEAR OCEAN';500001.0
-118.38;33.82;34.0;4.98;0.99;2.05;750.0;59907.0;'NEAR OCEAN';500001.0
-118.36;33.81;34.0;4.53;1.03;2.28;1113.0;47026.0;'1H OCEAN';356800.0
-118.37;33.81;33.0;6.76;1.06;2.7;2021.0;68553.0;'NEAR OCEAN';482200.0
-118.37;33.81;36.0;6.14;1.0;2.69;563.0;69296.0;'NEAR OCEAN';500001.0
-118.38;33.81;41.0;6.79;1.08;2.88;802.0;60150.0;'NEAR OCEAN';488500.0
-118.38;33.81;39.0;6.45;1.0;2.36;877.0;57361.0;'NEAR OCEAN';500001.0
-118.39;33.81;35.0;6.04;0.99;2.34;391.0;37778.0;'NEAR OCEAN';487500.0
-118.38;33.81;36.0;6.02;0.88;1.95;329.0;105045.0;'NEAR OCEAN';500001.0
-118.33;33.79;29.0;4.87;0.97;2.3;2069.0;41071.0;'1H OCEAN';365600.0
-118.34;33.79;36.0;5.77;0.99;3.13;388.0;50254.0;'1H OCEAN';350000.0
-118.34;33.8;34.0;4.4;1.09;2.56;1008.0;39408.0;'1H OCEAN';327700.0
-118.34;33.8;33.0;5.53;1.18;2.49;987.0;50951.0;'1H OCEAN';318900.0
-118.35;33.8;32.0;5.03;1.04;2.36;672.0;48750.0;'1H OCEAN';311700.0
-118.35;33.8;19.0;5.78;1.03;2.93;3152.0;59541.0;'1H OCEAN';500001.0
-118.31;33.8;29.0;5.02;1.03;2.64;1469.0;37167.0;'1H OCEAN';308900.0
-118.32;33.8;29.0;4.79;1.05;2.34;1593.0;40536.0;'1H OCEAN';285800.0
-118.31;33.79;35.0;4.32;1.06;2.59;1374.0;32472.0;'1H OCEAN';254700.0
-118.31;33.8;31.0;4.71;1.05;2.56;2420.0;40425.0;'1H OCEAN';277900.0
-118.32;33.8;39.0;5.09;1.07;2.62;729.0;31648.0;'1H OCEAN';244800.0
-118.32;33.79;35.0;4.86;1.09;2.78;1675.0;38287.0;'1H OCEAN';279900.0
-118.32;33.79;32.0;4.88;0.96;2.59;1264.0;41477.0;'1H OCEAN';315100.0
-118.32;33.8;29.0;4.5;1.08;2.19;2102.0;31275.0;'1H OCEAN';286400.0
-118.31;33.79;38.0;5.27;1.16;2.34;711.0;33958.0;'1H OCEAN';250000.0
-118.31;33.78;30.0;5.58;1.0;2.94;2411.0;35804.0;'1H OCEAN';383800.0
-118.32;33.79;21.0;4.23;1.04;2.07;3240.0;36797.0;'1H OCEAN';271100.0
-118.34;33.78;25.0;6.95;1.03;2.63;4168.0;81782.0;'NEAR OCEAN';500001.0
-118.36;33.79;34.0;7.73;1.05;3.1;2071.0;83609.0;'NEAR OCEAN';500001.0
-118.37;33.79;36.0;7.16;1.05;2.93;654.0;82064.0;'NEAR OCEAN';500001.0
-118.36;33.8;38.0;6.5;1.02;2.65;1042.0;69742.0;'NEAR OCEAN';500001.0
-118.36;33.8;34.0;7.01;0.98;2.58;966.0;101241.0;'NEAR OCEAN';500001.0
-118.38;33.8;36.0;7.08;1.12;2.3;1433.0;80838.0;'NEAR OCEAN';500001.0
-118.45;33.8;31.0;8.32;1.0;2.58;1490.0;119993.0;'NEAR OCEAN';500001.0
-118.39;33.79;30.0;7.99;1.02;2.87;1582.0;108980.0;'NEAR OCEAN';500001.0
-118.4;33.78;24.0;8.74;1.03;3.02;1653.0;129758.0;'NEAR OCEAN';500001.0
-118.44;33.79;27.0;8.92;1.08;2.65;635.0;116648.0;'NEAR OCEAN';500001.0
-118.41;33.77;22.0;7.99;1.05;2.97;2808.0;100600.0;'NEAR OCEAN';500001.0
-118.46;33.77;28.0;7.84;1.04;2.82;1101.0;105536.0;'NEAR OCEAN';500001.0
-118.42;33.78;36.0;6.98;1.01;2.67;802.0;80957.0;'NEAR OCEAN';500001.0
-118.37;33.77;26.0;7.2;1.0;2.89;2540.0;101447.0;'NEAR OCEAN';500001.0
-118.38;33.77;21.0;7.55;1.02;3.09;4649.0;98210.0;'NEAR OCEAN';500001.0
-118.38;33.77;17.0;5.36;1.08;2.31;4713.0;63064.0;'NEAR OCEAN';418300.0
-118.38;33.79;32.0;6.63;1.03;2.84;4474.0;77042.0;'NEAR OCEAN';500001.0
-118.4;33.78;26.0;6.34;0.98;2.98;2357.0;85421.0;'NEAR OCEAN';500001.0
-118.42;33.75;22.0;7.06;1.04;2.77;6897.0;82831.0;'NEAR OCEAN';500001.0
-118.34;33.76;34.0;8.78;1.06;2.94;1871.0;150001.0;'NEAR OCEAN';500001.0
-118.35;33.74;25.0;7.31;1.0;3.0;3392.0;100973.0;'NEAR OCEAN';500001.0
-118.38;33.75;23.0;7.14;1.11;2.74;3176.0;76986.0;'NEAR OCEAN';500001.0
-118.39;33.71;18.0;5.23;1.02;2.08;475.0;75594.0;'NEAR OCEAN';500001.0
-118.41;33.75;4.0;6.76;1.11;2.78;128.0;98091.0;'NEAR OCEAN';500001.0
-118.31;33.77;20.0;6.17;1.02;2.95;2757.0;66447.0;'1H OCEAN';416800.0
-118.31;33.76;26.0;6.24;0.99;2.61;1873.0;65704.0;'1H OCEAN';414700.0
-118.31;33.75;36.0;5.94;1.04;2.85;1303.0;46042.0;'NEAR OCEAN';357300.0
-118.31;33.75;34.0;6.27;1.05;2.76;1031.0;62870.0;'NEAR OCEAN';396400.0
-118.33;33.77;33.0;7.62;1.07;2.75;1534.0;98214.0;'NEAR OCEAN';500001.0
-118.32;33.75;33.0;7.74;1.03;2.71;1048.0;92670.0;'NEAR OCEAN';500001.0
-118.32;33.75;37.0;7.61;0.95;2.58;366.0;116677.0;'NEAR OCEAN';500001.0
-118.32;33.74;24.0;7.56;0.99;2.79;2248.0;101357.0;'NEAR OCEAN';500001.0
-118.32;33.77;37.0;5.92;0.9;2.44;259.0;68870.0;'1H OCEAN';500001.0
-118.34;34.09;37.0;2.87;1.0;1.98;998.0;24432.0;'1H OCEAN';200000.0
-118.35;34.09;35.0;3.35;1.07;1.87;1108.0;16081.0;'1H OCEAN';288900.0
-118.35;34.09;35.0;3.41;0.99;1.92;1526.0;30349.0;'1H OCEAN';266700.0
-118.35;34.09;35.0;3.37;1.04;2.02;1334.0;25444.0;'1H OCEAN';236100.0
-118.36;34.09;34.0;3.36;1.05;1.89;1594.0;17558.0;'1H OCEAN';312500.0
-118.36;34.09;36.0;3.77;1.08;1.8;773.0;26000.0;'1H OCEAN';313600.0
-118.36;34.09;33.0;3.05;1.03;1.63;1845.0;20205.0;'1H OCEAN';243800.0
-118.36;34.09;30.0;3.28;1.01;1.9;1365.0;20702.0;'1H OCEAN';283300.0
-118.36;34.1;37.0;3.66;1.04;1.5;2913.0;28750.0;'1H OCEAN';300000.0
-118.36;34.09;36.0;2.97;0.98;1.87;874.0;25812.0;'1H OCEAN';200000.0
-118.36;34.09;28.0;3.78;1.02;1.79;526.0;26136.0;'1H OCEAN';383300.0
-118.37;34.09;38.0;4.37;1.11;1.77;547.0;32159.0;'1H OCEAN';383300.0
-118.37;34.09;38.0;3.59;1.05;1.38;1690.0;30156.0;'1H OCEAN';300000.0
-118.37;34.09;33.0;3.78;1.03;1.6;1347.0;40651.0;'1H OCEAN';500001.0
-118.37;34.09;31.0;3.62;1.04;1.46;2559.0;32818.0;'1H OCEAN';225000.0
-118.37;34.09;22.0;3.63;1.07;1.51;1766.0;31517.0;'1H OCEAN';341700.0
-118.37;34.09;24.0;4.29;1.17;1.75;257.0;55224.0;'1H OCEAN';400000.0
-118.37;34.08;28.0;3.88;1.07;1.64;1847.0;26713.0;'1H OCEAN';312500.0
-118.38;34.08;52.0;4.27;1.04;1.88;652.0;29450.0;'1H OCEAN';431400.0
-118.38;34.08;30.0;3.64;1.06;1.54;1910.0;28889.0;'1H OCEAN';335300.0
-118.39;34.08;52.0;4.41;1.08;1.57;444.0;35114.0;'1H OCEAN';430800.0
-118.38;34.08;48.0;4.64;1.09;1.4;370.0;39375.0;'1H OCEAN';450000.0
-118.38;34.09;24.0;3.63;1.07;1.38;3148.0;35659.0;'1H OCEAN';281300.0
-118.38;34.09;28.0;3.28;1.11;1.47;1799.0;25784.0;'1H OCEAN';272900.0
-118.39;34.09;27.0;3.93;1.11;1.49;1634.0;36207.0;'1H OCEAN';362500.0
-118.39;34.09;28.0;4.28;1.11;1.43;785.0;44167.0;'1H OCEAN';425000.0
-118.39;34.08;28.0;3.97;1.1;1.66;349.0;30670.0;'1H OCEAN';375000.0
-118.4;34.1;27.0;7.65;0.98;2.6;1351.0;150001.0;'1H OCEAN';500001.0
-118.4;34.09;45.0;10.37;1.09;3.31;857.0;150001.0;'1H OCEAN';500001.0
-118.39;34.08;52.0;8.91;1.1;3.33;1407.0;150001.0;'1H OCEAN';500001.0
-118.4;34.08;52.0;9.24;1.06;3.07;1266.0;150001.0;'1H OCEAN';500001.0
-118.41;34.09;37.0;9.33;1.04;2.78;809.0;150001.0;'1H OCEAN';500001.0
-118.42;34.09;40.0;9.6;1.06;2.77;1024.0;150001.0;'1H OCEAN';500001.0
-118.42;34.08;48.0;9.73;1.05;3.1;770.0;150001.0;'1H OCEAN';500001.0
-118.41;34.07;52.0;9.87;1.09;3.22;1163.0;150001.0;'1H OCEAN';500001.0
-118.41;34.07;52.0;8.71;1.03;2.96;408.0;150001.0;'1H OCEAN';500001.0
-118.38;34.07;48.0;4.99;1.06;2.2;1235.0;44896.0;'1H OCEAN';500001.0
-118.39;34.07;33.0;4.57;1.11;1.94;2243.0;42386.0;'1H OCEAN';500001.0
-118.39;34.07;45.0;5.57;0.98;2.04;1153.0;57762.0;'1H OCEAN';500001.0
-118.39;34.08;27.0;4.35;1.12;1.75;2665.0;38088.0;'1H OCEAN';500001.0
-118.4;34.07;22.0;4.17;1.14;1.63;850.0;29107.0;'1H OCEAN';500001.0
-118.37;34.06;36.0;4.55;1.08;1.89;690.0;33438.0;'1H OCEAN';500001.0
-118.38;34.06;50.0;5.83;1.12;2.66;690.0;62344.0;'1H OCEAN';500001.0
-118.39;34.06;52.0;6.25;1.0;2.59;503.0;80095.0;'1H OCEAN';500001.0
-118.38;34.06;52.0;6.4;1.06;2.82;578.0;76771.0;'1H OCEAN';500001.0
-118.39;34.06;43.0;4.92;1.04;2.29;873.0;38158.0;'1H OCEAN';500001.0
-118.39;34.06;37.0;4.55;1.08;1.97;1291.0;53316.0;'1H OCEAN';500001.0
-118.39;34.06;39.0;4.35;1.09;2.17;1649.0;33295.0;'1H OCEAN';500001.0
-118.4;34.06;37.0;4.51;1.04;2.06;1725.0;41455.0;'1H OCEAN';500001.0
-118.4;34.06;47.0;4.12;1.09;1.62;1438.0;36964.0;'1H OCEAN';500001.0
-118.4;34.06;52.0;6.59;1.15;2.27;646.0;82961.0;'1H OCEAN';500001.0
-118.4;34.06;52.0;7.17;1.04;2.14;748.0;66343.0;'1H OCEAN';500001.0
-118.41;34.06;43.0;5.27;1.1;2.01;1015.0;41411.0;'1H OCEAN';500001.0
-118.41;34.06;43.0;5.15;1.09;1.89;1830.0;55321.0;'1H OCEAN';500001.0
-118.41;34.07;47.0;5.22;1.1;1.88;1076.0;39904.0;'1H OCEAN';500001.0
-118.45;34.06;52.0;7.29;1.21;41.21;1154.0;93370.0;'1H OCEAN';500001.0
-118.49;34.05;52.0;8.95;1.08;3.0;810.0;138556.0;'1H OCEAN';500001.0
-118.49;34.04;50.0;7.66;1.0;2.84;964.0;133036.0;'1H OCEAN';500001.0
-118.49;34.04;48.0;7.78;1.13;2.81;859.0;80257.0;'1H OCEAN';500001.0
-118.5;34.04;52.0;8.0;1.0;3.05;1143.0;150001.0;'1H OCEAN';500001.0
-118.5;34.04;52.0;8.06;1.14;2.78;769.0;83839.0;'1H OCEAN';500001.0
-118.49;34.04;31.0;4.68;1.1;1.76;1532.0;48125.0;'1H OCEAN';500001.0
-118.49;34.03;30.0;4.69;1.07;1.72;1487.0;41827.0;'1H OCEAN';435100.0
-118.51;34.04;40.0;7.76;0.94;2.71;483.0;117045.0;'1H OCEAN';500001.0
