longitude;latitude;housing_median_age;average_rooms;average_bedrooms;average_occupancy;population;median_income;median_house_value
-117.25;32.73;37.0;6.52;0.97;2.41;821.0;63331.0;400000.0
-117.28;32.73;44.0;6.12;1.03;2.48;783.0;48684.0;358600.0
-117.28;32.74;33.0;4.24;1.13;1.81;1785.0;27515.0;247700.0
-117.25;32.74;36.0;4.1;1.1;1.9;1648.0;26962.0;288200.0
-117.25;32.74;36.0;4.37;1.03;1.8;755.0;29904.0;286800.0
-117.25;32.74;40.0;4.24;1.07;1.85;953.0;28007.0;257100.0
-117.24;32.74;44.0;5.66;0.96;2.39;712.0;40268.0;298600.0
-117.24;32.74;44.0;5.3;0.92;2.37;667.0;40862.0;321800.0
-117.25;32.73;39.0;6.21;0.94;2.33;635.0;45938.0;367400.0
-117.23;32.75;21.0;3.73;1.11;2.06;1131.0;24779.0;165000.0
-117.23;32.74;16.0;5.49;1.04;2.23;299.0;46354.0;179200.0
-117.23;32.74;16.0;5.07;1.05;2.07;798.0;48167.0;169800.0
-117.23;32.74;35.0;4.78;0.96;2.4;1312.0;41339.0;238200.0
-117.24;32.74;45.0;5.22;0.89;2.3;757.0;40500.0;284900.0
-117.24;32.75;36.0;4.29;1.01;1.94;1279.0;29896.0;252700.0
-117.24;32.75;36.0;4.46;1.14;1.98;822.0;23042.0;220600.0
-117.24;32.75;41.0;4.07;1.05;2.08;1015.0;27900.0;226000.0
-117.25;32.74;36.0;3.89;0.97;1.81;577.0;26625.0;248200.0
-117.25;32.75;32.0;3.8;1.11;1.85;1731.0;22017.0;208300.0
-117.25;32.75;36.0;3.93;1.07;1.98;974.0;17622.0;205800.0
-117.24;32.75;33.0;3.49;1.08;1.86;1057.0;22042.0;231300.0
-117.25;32.75;37.0;3.15;1.0;1.71;645.0;24672.0;216700.0
-117.28;32.75;34.0;3.23;1.03;1.67;508.0;22328.0;266700.0
-117.25;32.79;37.0;4.14;1.25;1.84;651.0;23750.0;340400.0
-117.25;32.79;43.0;4.42;1.17;2.23;458.0;18365.0;328600.0
-117.25;32.78;36.0;4.89;1.37;2.28;710.0;27857.0;291700.0
-117.25;32.78;21.0;3.85;1.26;1.71;658.0;24500.0;350000.0
-117.28;32.77;38.0;5.07;1.36;1.77;442.0;43403.0;500000.0
-117.25;32.77;32.0;4.17;1.08;2.01;973.0;31800.0;362500.0
-117.25;32.77;35.0;4.0;1.11;1.8;1126.0;40313.0;385300.0
-117.25;32.76;38.0;5.38;1.14;1.93;836.0;49125.0;452600.0
-117.22;32.78;22.0;4.71;1.09;2.35;1010.0;34527.0;175000.0
-117.23;32.79;23.0;4.14;1.07;1.59;989.0;35484.0;238000.0
-117.23;32.79;28.0;3.98;1.05;1.75;1082.0;36250.0;266700.0
-117.23;32.78;35.0;4.58;0.99;2.07;746.0;46293.0;356500.0
-117.24;32.78;44.0;5.17;1.03;2.12;892.0;41742.0;342200.0
-117.24;32.79;17.0;5.04;1.17;1.77;403.0;41652.0;241700.0
-117.24;32.79;18.0;4.83;1.17;1.83;964.0;34306.0;275000.0
-117.24;32.79;20.0;3.78;1.09;2.07;525.0;31838.0;245800.0
-117.24;32.79;25.0;6.67;2.16;1.77;566.0;26902.0;212500.0
-117.24;32.79;18.0;6.15;2.13;1.8;508.0;32625.0;193800.0
-117.21;32.8;19.0;3.43;1.23;2.29;525.0;17273.0;137500.0
-117.22;32.8;23.0;3.88;1.07;2.1;1029.0;29300.0;183300.0
-117.23;32.8;22.0;4.0;1.17;2.35;1751.0;23482.0;190600.0
-117.23;32.8;27.0;3.85;1.05;2.3;776.0;24643.0;244400.0
-117.23;32.81;28.0;5.65;0.99;3.73;996.0;38026.0;270000.0
-117.22;32.81;21.0;4.62;0.91;2.44;902.0;37813.0;362500.0
-117.25;32.8;37.0;4.1;0.97;1.84;490.0;32663.0;270600.0
-117.25;32.8;32.0;3.73;1.09;1.7;731.0;25568.0;258300.0
-117.25;32.8;30.0;3.57;1.09;1.75;1007.0;25813.0;253100.0
-117.25;32.8;31.0;3.64;1.05;1.78;1069.0;29781.0;212500.0
-117.25;32.79;27.0;2.85;1.01;1.53;455.0;30774.0;275000.0
-117.25;32.79;25.0;4.3;0.99;1.94;735.0;36429.0;317100.0
-117.28;32.8;20.0;5.66;1.66;1.89;615.0;35486.0;193800.0
-117.23;32.8;21.0;4.51;1.08;1.88;1011.0;32250.0;229400.0
-117.23;32.8;31.0;3.78;1.05;1.95;724.0;26403.0;216100.0
-117.23;32.8;28.0;3.98;1.08;2.18;1849.0;30293.0;241700.0
-117.24;32.8;26.0;4.3;1.09;1.87;1492.0;29258.0;234800.0
-117.24;32.8;28.0;3.34;1.03;2.16;692.0;21357.0;187500.0
-117.24;32.8;18.0;3.8;1.14;1.51;874.0;38018.0;112500.0
-117.24;32.8;19.0;3.7;0.99;1.73;868.0;22880.0;210000.0
-117.24;32.8;30.0;4.39;1.06;1.89;828.0;24671.0;276300.0
-117.24;32.8;29.0;4.0;1.05;1.79;1513.0;31010.0;238200.0
-117.25;32.81;32.0;4.52;1.04;1.92;1020.0;33942.0;307400.0
-117.25;32.8;35.0;4.6;1.02;2.03;1005.0;42296.0;275000.0
-117.25;32.8;26.0;3.91;1.06;1.82;1134.0;33274.0;295500.0
-117.26;32.81;25.0;3.75;1.06;1.91;1060.0;28421.0;227800.0
-117.26;32.81;30.0;4.05;1.05;1.76;577.0;23284.0;290600.0
-117.26;32.81;37.0;4.09;1.07;1.65;650.0;29200.0;326500.0
-117.29;32.81;35.0;7.31;1.2;2.33;598.0;69553.0;500001.0
-117.26;32.8;30.0;4.2;1.12;1.89;650.0;37440.0;450000.0
-117.24;32.81;33.0;5.28;0.96;2.27;683.0;54103.0;332400.0
-117.24;32.81;34.0;6.17;1.0;2.34;917.0;65881.0;394400.0
-117.25;32.81;39.0;5.61;1.06;2.33;765.0;39187.0;311900.0
-117.27;32.84;34.0;4.03;1.09;2.12;870.0;32109.0;376000.0
-117.28;32.84;41.0;4.52;1.08;2.04;640.0;29306.0;360300.0
-117.27;32.83;39.0;4.59;1.04;1.97;805.0;38750.0;410000.0
-117.28;32.83;34.0;3.86;1.05;1.51;933.0;37306.0;500000.0
-117.31;32.83;38.0;5.53;1.12;2.08;891.0;41477.0;500001.0
-117.27;32.82;35.0;5.5;1.12;2.02;1068.0;41793.0;500001.0
-117.27;32.82;42.0;5.64;0.98;2.35;1175.0;45083.0;405200.0
-117.31;32.82;42.0;8.36;1.17;2.5;833.0;113074.0;500001.0
-117.27;32.85;34.0;5.18;1.09;1.92;780.0;23187.0;488900.0
-117.28;32.84;21.0;4.11;1.11;1.7;1015.0;37596.0;381300.0
-117.3;32.85;28.0;4.23;1.26;1.39;770.0;31324.0;500001.0
-117.23;32.81;24.0;6.79;1.05;3.1;1496.0;59359.0;422200.0
-117.23;32.81;22.0;7.82;1.05;2.64;1083.0;81844.0;406300.0
-117.24;32.82;20.0;7.36;0.99;2.18;731.0;72559.0;392300.0
-117.25;32.84;19.0;9.02;1.1;3.38;659.0;107751.0;500001.0
-117.26;32.85;30.0;7.9;1.08;2.12;978.0;82374.0;500001.0
-117.25;32.83;17.0;8.61;1.09;2.92;704.0;109529.0;500001.0
-117.27;32.84;26.0;6.57;1.1;1.97;1180.0;61025.0;500001.0
-117.23;32.88;18.0;3.82;1.0;4.32;6303.0;18580.0;205000.0
-117.22;32.85;26.0;6.36;1.01;2.68;694.0;46875.0;274400.0
-117.22;32.84;19.0;7.35;0.95;3.15;1154.0;80510.0;363600.0
-117.23;32.85;25.0;7.37;1.05;2.85;1634.0;63955.0;316700.0
-117.21;32.86;24.0;7.31;1.0;3.2;1573.0;65382.0;326000.0
-117.21;32.86;26.0;6.23;0.93;3.01;654.0;53693.0;260700.0
-117.21;32.85;15.0;5.69;1.14;1.98;901.0;42065.0;277800.0
-117.21;32.85;26.0;6.01;0.94;2.6;872.0;54067.0;277500.0
-117.24;32.83;18.0;8.45;1.36;2.58;949.0;74351.0;445700.0
-117.25;32.82;19.0;7.25;1.05;2.45;1773.0;78013.0;474000.0
-117.25;32.82;23.0;7.61;1.02;2.52;2036.0;95245.0;500001.0
-117.26;32.83;24.0;8.89;1.06;3.09;578.0;107721.0;500001.0
-117.26;32.82;34.0;7.83;1.05;2.43;1817.0;84960.0;500001.0
-117.27;32.83;35.0;8.02;1.09;2.65;469.0;80639.0;500001.0
-117.29;32.92;25.0;6.58;1.06;2.3;823.0;68322.0;500001.0
-117.25;32.86;30.0;8.27;1.08;3.0;606.0;124429.0;500001.0
-117.25;32.86;25.0;5.83;1.07;2.28;1137.0;51023.0;500001.0
-117.25;32.86;27.0;7.76;1.44;1.82;594.0;72821.0;500001.0
-117.26;32.85;42.0;6.91;1.29;1.88;480.0;53787.0;500001.0
-117.24;32.85;18.0;8.47;1.29;2.46;904.0;67587.0;388500.0
-117.24;32.85;22.0;7.91;1.02;2.85;1252.0;100707.0;500001.0
-117.19;32.86;18.0;5.88;1.01;2.82;2030.0;61805.0;272400.0
-117.19;32.86;19.0;6.33;0.96;3.05;1788.0;52113.0;267400.0
-117.2;32.85;22.0;6.03;1.09;2.23;1297.0;47891.0;295300.0
-117.2;32.85;26.0;4.14;0.99;1.77;980.0;24207.0;213500.0
-117.19;32.85;15.0;6.53;1.12;2.63;1164.0;51020.0;417500.0
-117.23;32.87;15.0;3.86;1.11;1.74;1034.0;30104.0;204200.0
-117.23;32.86;16.0;5.05;1.07;1.82;604.0;52326.0;188300.0
-117.23;32.86;15.0;4.05;1.02;1.72;510.0;36083.0;180100.0
-117.23;32.86;15.0;6.04;1.13;2.08;587.0;50855.0;209800.0
-117.23;32.86;16.0;2.71;1.06;1.46;648.0;30450.0;100000.0
-117.23;32.87;11.0;4.93;1.17;1.93;1223.0;54170.0;196800.0
-117.21;32.86;16.0;5.41;1.09;2.45;1267.0;32794.0;148600.0
-117.22;32.87;14.0;4.43;1.02;2.32;1835.0;33500.0;171000.0
-117.22;32.86;4.0;3.9;1.1;1.82;7604.0;36287.0;280800.0
-117.22;32.87;5.0;3.82;1.1;1.74;1599.0;38542.0;176600.0
-117.21;32.89;14.0;4.01;1.0;2.05;1592.0;33176.0;156100.0
-117.2;32.86;4.0;4.62;1.17;2.06;1923.0;39356.0;267000.0
-117.21;32.87;12.0;5.31;1.13;1.96;528.0;41429.0;254400.0
-117.25;32.96;18.0;6.67;1.04;2.75;1970.0;66199.0;406200.0
-117.26;32.95;15.0;6.6;0.95;2.52;395.0;58343.0;500001.0
-117.26;32.95;15.0;8.59;1.06;3.21;704.0;69794.0;500001.0
-117.25;32.94;16.0;6.29;1.07;2.42;1829.0;67694.0;425900.0
-117.25;32.94;15.0;6.09;1.15;2.27;673.0;59806.0;370500.0
-117.24;32.95;18.0;6.55;1.1;2.25;547.0;59547.0;329300.0
-117.24;32.94;12.0;5.61;1.13;2.05;792.0;52648.0;294400.0
-117.24;32.98;4.0;6.53;1.06;2.65;2607.0;76348.0;337000.0
-117.21;32.96;3.0;7.0;1.11;2.61;2330.0;84355.0;467600.0
-117.22;32.95;4.0;6.11;1.07;2.46;7301.0;63570.0;322500.0
-117.22;32.83;34.0;5.14;1.05;2.65;1512.0;37841.0;176900.0
-117.22;32.83;31.0;5.44;1.0;2.64;1924.0;54605.0;190200.0
-117.22;32.83;17.0;5.48;0.91;2.7;553.0;57451.0;237300.0
-117.22;32.83;31.0;5.2;1.04;2.37;1164.0;34318.0;200400.0
-117.22;32.82;35.0;5.56;0.99;3.11;423.0;35234.0;183900.0
-117.2;32.84;34.0;5.87;0.95;2.77;1583.0;45500.0;187700.0
-117.2;32.84;32.0;5.23;1.01;2.54;989.0;32583.0;181400.0
-117.21;32.84;34.0;6.44;1.09;3.12;1046.0;45402.0;182100.0
-117.2;32.83;36.0;4.82;1.06;2.76;623.0;25909.0;176000.0
-117.21;32.83;36.0;4.51;1.0;2.46;806.0;35078.0;166000.0
-117.21;32.83;28.0;6.32;1.04;2.6;1334.0;41806.0;199600.0
-117.21;32.83;35.0;4.42;0.98;2.62;1340.0;34482.0;162500.0
-117.21;32.81;33.0;5.65;1.03;2.31;1954.0;43862.0;184800.0
-117.21;32.82;31.0;5.65;1.06;2.41;866.0;38529.0;212000.0
-117.21;32.81;27.0;6.9;1.13;2.59;495.0;52837.0;283800.0
-117.22;32.82;22.0;5.13;1.09;2.03;1476.0;37963.0;303100.0
-117.22;32.81;24.0;3.6;0.97;1.65;335.0;35078.0;362500.0
-117.2;32.83;35.0;4.4;1.12;2.53;792.0;28472.0;161400.0
-117.2;32.82;35.0;5.14;0.93;2.71;643.0;39464.0;171600.0
-117.2;32.82;35.0;5.32;1.03;2.67;1392.0;33370.0;172300.0
-117.19;32.82;34.0;6.4;1.01;2.69;1619.0;50465.0;208200.0
-117.19;32.82;35.0;6.21;1.04;2.55;442.0;52530.0;204000.0
-117.19;32.82;35.0;6.15;0.99;2.65;945.0;49219.0;192900.0
-117.18;32.84;31.0;5.58;1.05;2.69;1476.0;36667.0;175900.0
-117.18;32.84;30.0;4.85;1.11;2.69;1272.0;35606.0;165100.0
-117.18;32.84;32.0;5.02;0.88;3.06;823.0;42768.0;167800.0
-117.19;32.84;30.0;5.78;0.94;2.9;1250.0;55277.0;197100.0
-117.19;32.84;35.0;5.55;1.05;2.45;1001.0;38750.0;172000.0
-117.18;32.83;23.0;4.35;1.08;2.52;1218.0;33750.0;184100.0
-117.19;32.83;30.0;4.88;0.96;2.64;1240.0;40114.0;169800.0
-117.19;32.83;30.0;6.06;1.04;3.01;1601.0;43317.0;173300.0
-117.17;32.83;24.0;6.68;1.0;3.0;1591.0;53538.0;212500.0
-117.17;32.82;24.0;4.09;1.05;2.29;911.0;27401.0;198100.0
-117.17;32.82;21.0;4.97;1.03;2.55;1471.0;30375.0;197600.0
-117.18;32.83;27.0;6.29;1.07;2.96;1105.0;42708.0;182800.0
-117.18;32.83;31.0;5.06;1.01;3.11;1090.0;39265.0;162000.0
-117.16;32.82;28.0;6.0;0.97;2.87;1098.0;46875.0;188000.0
-117.17;32.81;26.0;6.46;1.03;2.6;974.0;47390.0;184100.0
-117.17;32.81;26.0;6.3;1.02;2.77;346.0;50603.0;185700.0
-117.18;32.81;19.0;4.52;1.0;2.51;3784.0;31032.0;179500.0
-117.17;32.82;24.0;4.89;1.17;2.23;715.0;31146.0;187500.0
-117.16;32.81;14.0;4.15;1.05;1.96;2046.0;22899.0;159000.0
-117.16;32.81;35.0;6.7;1.1;2.94;532.0;36806.0;172400.0
-117.16;32.8;37.0;5.28;0.99;2.64;211.0;30625.0;159700.0
-117.16;32.8;22.0;3.76;1.05;2.02;1213.0;25000.0;177800.0
-117.16;32.81;34.0;6.0;0.99;2.69;1021.0;36371.0;176300.0
-117.17;32.81;33.0;6.28;1.04;2.78;1355.0;42200.0;178700.0
-117.14;32.83;25.0;4.62;0.99;1.91;896.0;22284.0;177500.0
-117.18;32.82;25.0;5.63;0.96;2.31;722.0;45625.0;162300.0
-117.18;32.81;28.0;6.9;1.08;3.02;1503.0;47679.0;204000.0
-117.19;32.81;33.0;6.23;0.99;2.65;2221.0;51491.0;207000.0
-117.18;32.8;10.0;6.27;1.04;2.64;1605.0;55454.0;217100.0
-117.18;32.8;30.0;6.25;0.99;2.6;1022.0;38542.0;198500.0
-117.18;32.79;30.0;4.89;1.04;2.78;2961.0;32661.0;140400.0
-117.17;32.79;44.0;3.44;0.98;4.58;3009.0;22663.0;123600.0
-117.17;32.79;43.0;4.45;1.04;3.32;946.0;21447.0;133300.0
-117.16;32.8;25.0;3.94;0.93;3.68;1308.0;25682.0;187500.0
-117.17;32.8;20.0;5.27;1.03;3.4;1822.0;34706.0;157600.0
-117.15;32.8;27.0;4.02;1.11;2.51;1211.0;27500.0;87500.0
-117.15;32.8;23.0;4.91;0.98;4.68;2284.0;37292.0;146300.0
-117.16;32.78;24.0;4.94;1.06;2.35;1697.0;36375.0;178600.0
-117.16;32.79;32.0;4.05;0.97;3.67;1569.0;33375.0;154300.0
-117.17;32.78;17.0;4.07;1.11;3.29;3102.0;23658.0;164100.0
-117.16;32.78;34.0;4.88;0.95;3.1;1594.0;37381.0;165000.0
-117.17;32.78;42.0;4.09;1.13;3.3;892.0;22768.0;145200.0
-117.17;32.77;35.0;4.98;0.98;2.47;695.0;37670.0;166800.0
-117.17;32.77;6.0;4.73;1.07;1.9;1547.0;45481.0;164800.0
-117.18;32.77;16.0;3.37;1.11;1.3;913.0;27386.0;87500.0
-117.18;32.76;8.0;4.58;1.24;1.61;1297.0;36492.0;158900.0
-117.18;32.76;17.0;3.13;1.12;1.44;327.0;26493.0;67500.0
-117.18;32.78;21.0;4.21;1.03;3.14;3122.0;30481.0;210000.0
-117.18;32.77;23.0;5.42;1.0;2.64;592.0;34000.0;200600.0
-117.21;32.81;26.0;6.57;1.07;2.79;1062.0;55413.0;302100.0
-117.2;32.8;34.0;5.68;1.07;2.45;2089.0;38542.0;200000.0
-117.2;32.79;16.0;5.43;1.03;1.95;746.0;50958.0;300000.0
-117.2;32.8;33.0;5.81;0.98;2.45;1084.0;42417.0;294100.0
-117.21;32.8;34.0;5.73;0.91;2.18;532.0;37102.0;289600.0
-117.19;32.8;16.0;3.79;1.16;1.81;1235.0;31304.0;166300.0
-117.2;32.8;36.0;4.77;1.27;1.92;1620.0;23599.0;168400.0
-117.19;32.79;36.0;5.45;0.93;2.39;665.0;38571.0;235100.0
-117.19;32.79;35.0;4.78;1.01;2.08;777.0;33713.0;238400.0
-117.2;32.79;31.0;6.42;1.0;2.34;1245.0;47788.0;276000.0
-117.2;32.79;34.0;3.41;0.95;1.84;409.0;32312.0;192200.0
-117.19;32.78;34.0;6.38;1.03;2.58;1659.0;44097.0;252000.0
-117.2;32.78;38.0;5.37;1.0;2.28;1132.0;40057.0;241600.0
-117.19;32.77;30.0;4.18;0.97;4.85;3185.0;37650.0;238000.0
-117.19;32.77;16.0;4.88;1.0;1.94;1305.0;41368.0;151000.0
-117.19;32.77;9.0;4.77;1.14;1.86;248.0;38571.0;143800.0
-117.19;32.77;14.0;4.26;1.18;1.96;1645.0;24397.0;140600.0
-117.2;32.77;30.0;3.9;1.12;1.92;77.0;32679.0;137500.0
-117.2;32.77;31.0;4.23;1.02;2.03;936.0;28621.0;196900.0
-117.15;32.81;34.0;5.78;1.13;3.19;900.0;31458.0;178300.0
-117.15;32.8;41.0;5.46;1.01;4.13;1070.0;23578.0;166700.0
-117.14;32.8;41.0;5.2;1.01;3.89;1813.0;21157.0;156900.0
-117.14;32.8;33.0;6.19;1.01;2.91;1256.0;39417.0;179800.0
-117.14;32.8;35.0;6.21;1.04;3.48;710.0;25368.0;169600.0
-117.14;32.79;35.0;6.47;1.05;2.84;1568.0;47813.0;188600.0
-117.15;32.78;25.0;5.55;0.94;2.15;611.0;52500.0;205100.0
-117.14;32.79;31.0;6.23;1.02;2.67;422.0;52820.0;183000.0
-117.13;32.81;19.0;4.03;1.04;2.52;1349.0;27652.0;177400.0
-117.14;32.81;34.0;5.95;1.0;2.72;800.0;44886.0;179100.0
-117.13;32.8;15.0;4.7;1.1;2.29;784.0;37237.0;108300.0
-117.13;32.8;33.0;6.14;1.02;2.84;1263.0;45568.0;175300.0
-117.12;32.8;29.0;5.48;1.02;2.67;1392.0;38719.0;174200.0
-117.13;32.81;26.0;4.82;1.01;2.73;1202.0;32308.0;166500.0
-117.12;32.8;31.0;5.01;0.99;2.55;879.0;38125.0;166300.0
-117.13;32.8;35.0;6.08;1.09;2.98;1044.0;39732.0;174900.0
-117.13;32.79;35.0;5.67;1.02;2.81;723.0;42098.0;174100.0
-117.13;32.79;35.0;5.34;0.95;2.74;698.0;36458.0;173800.0
-117.12;32.78;4.0;3.53;1.04;1.66;1309.0;42621.0;124200.0
-117.15;32.77;16.0;3.61;1.11;1.49;847.0;29576.0;92200.0
-117.09;32.81;7.0;5.87;1.14;2.61;2710.0;55673.0;288200.0
-117.11;32.82;16.0;6.15;1.05;4.91;3174.0;26607.0;175000.0
-117.11;32.82;17.0;5.69;1.05;4.27;1341.0;28750.0;112500.0
-117.11;32.81;15.0;7.05;1.01;4.74;2303.0;25953.0;67500.0
-117.11;32.8;17.0;6.54;0.98;4.69;2791.0;32197.0;67500.0
-117.09;32.8;15.0;4.06;0.93;1.51;247.0;21500.0;131300.0
-117.11;32.82;16.0;4.91;1.03;2.05;1771.0;43750.0;166500.0
-117.08;32.8;25.0;5.33;0.99;2.09;1162.0;36250.0;184500.0
-117.09;32.79;20.0;4.4;1.08;2.01;999.0;28631.0;169700.0
-117.09;32.8;36.0;6.01;1.02;2.54;915.0;47188.0;174100.0
-117.08;32.8;32.0;6.37;1.08;2.55;635.0;33750.0;178100.0
-117.11;32.79;16.0;3.57;1.07;1.57;1129.0;33849.0;96900.0
-117.11;32.79;16.0;3.65;1.05;2.05;1006.0;35179.0;129300.0
-117.11;32.78;16.0;3.41;1.15;1.62;1170.0;35562.0;73500.0
-117.11;32.78;16.0;4.21;0.97;1.76;930.0;36528.0;133200.0
-117.09;32.79;36.0;5.88;1.02;2.63;683.0;40982.0;171200.0
-117.09;32.79;36.0;5.64;1.01;2.51;861.0;38333.0;170000.0
-117.09;32.79;31.0;5.23;1.08;2.26;872.0;31964.0;177700.0
-117.09;32.78;28.0;4.35;1.0;2.08;816.0;29881.0;165300.0
-117.07;32.79;36.0;5.95;1.07;2.84;1711.0;39745.0;170800.0
-117.07;32.79;25.0;8.06;1.02;2.95;911.0;78336.0;277600.0
-117.07;32.78;26.0;5.94;0.99;2.42;1516.0;47143.0;268300.0
-117.08;32.78;21.0;6.59;1.12;2.22;984.0;46250.0;222800.0
-117.06;32.78;31.0;5.55;0.97;2.1;942.0;48000.0;220800.0
-117.05;32.59;26.0;5.63;1.01;3.89;1326.0;42679.0;131900.0
-117.06;32.59;13.0;5.16;1.02;3.7;2814.0;40616.0;148800.0
-117.05;32.58;22.0;5.66;1.08;4.18;1551.0;41518.0;136900.0
-117.06;32.58;17.0;4.92;1.02;3.99;2213.0;38529.0;147700.0
-117.06;32.58;13.0;4.91;1.01;2.52;1761.0;34792.0;107600.0
-117.06;32.58;11.0;4.28;1.01;3.12;2098.0;35125.0;142400.0
-117.06;32.57;16.0;4.26;0.95;5.4;1609.0;26985.0;156500.0
-117.04;32.58;14.0;5.87;1.01;4.7;1883.0;50311.0;152100.0
-117.04;32.58;20.0;5.75;1.01;4.24;1497.0;40089.0;132100.0
-117.05;32.58;23.0;5.64;1.0;4.09;1392.0;40870.0;134800.0
-117.05;32.58;25.0;5.92;1.0;4.22;1558.0;53072.0;132700.0
-117.05;32.57;22.0;5.76;1.04;4.86;2412.0;47337.0;127600.0
-117.06;32.57;25.0;4.24;0.94;3.31;991.0;30284.0;123600.0
-117.06;32.57;17.0;6.17;1.04;4.87;1776.0;46364.0;141100.0
-117.05;32.57;13.0;5.08;1.02;4.32;2450.0;31696.0;138000.0
-117.05;32.56;18.0;3.48;0.92;3.42;1195.0;19875.0;114900.0
-117.05;32.56;17.0;4.42;1.04;3.64;811.0;28750.0;134500.0
-117.06;32.57;18.0;4.82;1.08;4.98;1429.0;13362.0;95000.0
-116.97;32.56;23.0;4.59;1.07;18.82;5176.0;25625.0;153300.0
-117.04;32.55;15.0;3.4;1.0;3.88;2511.0;16348.0;93200.0
-117.05;32.56;22.0;4.15;1.07;3.91;2049.0;20159.0;139300.0
-117.06;32.56;17.0;4.15;1.01;4.09;2768.0;17958.0;140400.0
-117.06;32.56;5.0;3.16;1.08;3.68;3148.0;17301.0;125000.0
-117.06;32.55;5.0;3.77;1.1;3.85;3284.0;14384.0;108800.0
-117.04;32.54;7.0;3.33;1.05;4.21;1187.0;12667.0;67500.0
-117.1;32.59;21.0;3.83;1.09;2.64;1621.0;20734.0;87500.0
-117.1;32.58;23.0;4.31;0.98;3.41;1318.0;23000.0;120800.0
-117.1;32.58;17.0;3.86;1.05;2.99;1585.0;22500.0;132800.0
-117.1;32.58;33.0;4.91;0.95;4.12;330.0;41029.0;122700.0
-117.1;32.58;29.0;5.15;0.98;3.68;759.0;48646.0;136800.0
-117.1;32.57;26.0;6.3;1.0;3.28;1221.0;43601.0;144900.0
-117.1;32.56;16.0;5.6;1.04;3.13;1502.0;37500.0;146800.0
-117.07;32.57;17.0;4.81;1.03;3.11;1911.0;25859.0;131400.0
-117.08;32.57;18.0;4.43;1.09;3.91;1943.0;22500.0;103200.0
-117.07;32.57;14.0;4.21;0.98;3.37;1224.0;27361.0;93600.0
-117.07;32.56;9.0;4.34;1.07;3.92;3293.0;30992.0;142600.0
-117.08;32.59;8.0;4.23;0.97;3.57;2441.0;27048.0;153000.0
-117.08;32.58;15.0;5.39;1.01;3.7;1002.0;39698.0;142700.0
-117.08;32.58;22.0;4.73;1.06;3.16;1420.0;32687.0;131000.0
-117.07;32.58;25.0;6.18;1.08;3.46;899.0;38194.0;134400.0
-117.09;32.58;12.0;4.71;1.04;3.28;1785.0;30273.0;135300.0
-117.08;32.57;9.0;4.33;1.04;3.06;4451.0;25690.0;88300.0
-117.09;32.57;23.0;5.56;0.99;4.19;1371.0;36736.0;139500.0
-117.09;32.57;10.0;6.28;1.05;4.7;1645.0;45547.0;160700.0
-117.09;32.57;17.0;5.1;0.95;4.1;357.0;51478.0;138900.0
-117.09;32.56;8.0;5.02;0.91;3.64;626.0;48984.0;151500.0
-117.09;32.55;8.0;5.55;1.03;4.08;4797.0;39583.0;144400.0
-117.12;32.58;34.0;4.52;1.05;2.77;1226.0;30613.0;136700.0
-117.12;32.57;21.0;5.83;0.99;3.3;983.0;48274.0;174100.0
-117.13;32.58;27.0;4.36;1.07;2.48;1427.0;31645.0;156000.0
-117.13;32.58;32.0;4.39;1.03;2.68;1142.0;23194.0;159400.0
-117.13;32.58;27.0;4.07;1.07;2.34;814.0;23603.0;195300.0
-117.12;32.56;20.0;4.51;1.22;3.25;1819.0;29286.0;257700.0
-117.11;32.58;28.0;5.43;1.18;3.12;1074.0;25988.0;135600.0
-117.11;32.57;32.0;4.85;1.04;3.03;1702.0;33371.0;140500.0
-117.12;32.57;35.0;5.07;0.9;3.25;930.0;26715.0;133300.0
-117.12;32.58;26.0;4.15;0.94;2.65;869.0;30217.0;131600.0
-117.11;32.58;21.0;4.06;0.96;2.96;2109.0;22755.0;125000.0
-117.1;32.58;27.0;4.53;1.02;3.27;1889.0;23824.0;127600.0
-117.1;32.57;14.0;4.24;1.09;3.07;3662.0;23253.0;133700.0
-117.11;32.59;17.0;4.04;1.07;3.06;1529.0;21773.0;143200.0
-117.11;32.58;12.0;3.74;1.01;3.0;870.0;24213.0;132500.0
-117.11;32.59;18.0;4.11;1.02;2.71;1538.0;21179.0;153100.0
-117.12;32.59;28.0;4.13;1.04;2.7;1825.0;26724.0;144500.0
-117.16;32.58;36.0;5.08;1.04;2.82;1076.0;33906.0;147800.0
-117.13;32.63;10.0;9.29;1.46;2.39;1900.0;87991.0;478500.0
-117.17;32.63;26.0;6.47;1.12;10.98;2745.0;35357.0;67500.0
-117.17;32.68;16.0;11.29;2.73;1.67;873.0;73669.0;187500.0
-117.18;32.68;29.0;5.33;1.19;1.92;556.0;32500.0;500001.0
-117.18;32.69;52.0;6.12;1.04;2.23;668.0;51009.0;500001.0
-117.18;32.69;37.0;4.62;1.06;1.93;1304.0;32121.0;320800.0
-117.18;32.69;44.0;5.6;1.02;2.5;1258.0;44777.0;452800.0
-117.17;32.69;40.0;7.08;1.05;2.43;767.0;53177.0;500001.0
-117.18;32.69;48.0;6.16;1.09;2.18;978.0;51249.0;432400.0
-117.17;32.69;19.0;4.69;1.34;1.94;1159.0;47891.0;334600.0
-117.17;32.69;45.0;5.64;1.06;2.39;1341.0;45189.0;422200.0
